:START_ID,:END_ID,:TYPE
Q65163420,Q66898431,INFLUENCED
Q151523,Q57240,INFLUENCED
Q76364,Q314623,INFLUENCED
Q723234,Q7494520,INFLUENCED
Q102950721,Q102287906,INFLUENCED
Q219368,Q118090869,INFLUENCED
Q9391,Q125879,INFLUENCED
Q51880,Q371831,INFLUENCED
Q2832816,Q239376,INFLUENCED
Q1364836,Q7300007,INFLUENCED
Q51133,Q981968,INFLUENCED
Q9061,Q6695634,INFLUENCED
Q860654,Q2370,INFLUENCED
Q6257127,Q7329759,INFLUENCED
Q332088,Q55435314,INFLUENCED
Q208881,Q3520798,INFLUENCED
Q2121062,Q120760126,INFLUENCED
Q38392,Q6490488,INFLUENCED
Q392,Q178549,INFLUENCED
Q18719011,Q136535301,INFLUENCED
Q2120164,Q116115723,INFLUENCED
Q8027,Q925099,INFLUENCED
Q76516,Q93996,INFLUENCED
Q355566,Q28854834,INFLUENCED
Q187224,Q3168754,INFLUENCED
Q157169,Q124277976,INFLUENCED
Q313281,Q55128479,INFLUENCED
Q61064,Q95927270,INFLUENCED
Q1363179,Q5048226,INFLUENCED
Q8253,Q6770495,INFLUENCED
Q83333,Q1690702,INFLUENCED
Q2831,Q182223,INFLUENCED
Q351527,Q1240178,INFLUENCED
Q78497,Q4216485,INFLUENCED
Q122972,Q777148,INFLUENCED
Q77324,Q12739640,INFLUENCED
Q649801,Q5386593,INFLUENCED
Q42979,Q1485336,INFLUENCED
Q50187,Q1354263,INFLUENCED
Q1203,Q104886614,INFLUENCED
Q153020,Q4413029,INFLUENCED
Q309240,Q55400,INFLUENCED
Q510699,Q2141477,INFLUENCED
Q7824,Q380553,INFLUENCED
Q7166221,Q5812,INFLUENCED
Q7336470,Q4911067,INFLUENCED
Q10132,Q105694002,INFLUENCED
Q60555322,Q97613584,INFLUENCED
Q169452,Q2626527,INFLUENCED
Q17626531,Q19954494,INFLUENCED
Q207103,Q173782,INFLUENCED
Q24539196,Q55743564,INFLUENCED
Q210059,Q4963788,INFLUENCED
Q357418,Q62107124,INFLUENCED
Q123071,Q52007767,INFLUENCED
Q528415,Q559622,INFLUENCED
Q41576,Q120752395,INFLUENCED
Q27093753,Q63340624,INFLUENCED
Q1823362,Q5238818,INFLUENCED
Q41532,Q232336,INFLUENCED
Q7200,Q991,INFLUENCED
Q7823331,Q17180508,INFLUENCED
Q128126,Q2036141,INFLUENCED
Q1207347,Q11325235,INFLUENCED
Q234138,Q106114625,INFLUENCED
Q169906,Q611015,INFLUENCED
Q764483,Q136521690,INFLUENCED
Q380723,Q1065793,INFLUENCED
Q127330,Q9056991,INFLUENCED
Q2444423,Q610847,INFLUENCED
Q190933,Q16014867,INFLUENCED
Q166593,Q538236,INFLUENCED
Q2406165,Q111608115,INFLUENCED
Q305035,Q15848288,INFLUENCED
Q473466,Q298209,INFLUENCED
Q1076,Q20012445,INFLUENCED
Q360832,Q297532,INFLUENCED
Q712024,Q16473,INFLUENCED
Q875076,Q105090542,INFLUENCED
Q22661314,Q67981936,INFLUENCED
Q19759563,Q19883765,INFLUENCED
Q9381,Q168004,INFLUENCED
Q493098,Q47871,INFLUENCED
Q13685096,Q118271614,INFLUENCED
Q6101,Q7322,INFLUENCED
Q6534,Q213722,INFLUENCED
Q157309,Q5045357,INFLUENCED
Q454031,Q3432148,INFLUENCED
Q1860,Q3942880,INFLUENCED
Q223875,Q43374349,INFLUENCED
Q582473,Q135649008,INFLUENCED
Q561101,Q101638,INFLUENCED
Q31082,Q111030840,INFLUENCED
Q188623,Q2942125,INFLUENCED
Q235223,Q180453,INFLUENCED
Q2275902,Q123687737,INFLUENCED
Q41576,Q121814904,INFLUENCED
Q665979,Q841514,INFLUENCED
Q307,Q43393,INFLUENCED
Q732743,Q124343910,INFLUENCED
Q11256,Q3103482,INFLUENCED
Q5685,Q13005,INFLUENCED
Q5928,Q714371,INFLUENCED
Q199418,Q136521690,INFLUENCED
Q1120697,Q178095,INFLUENCED
Q7542,Q18715499,INFLUENCED
Q133884372,Q132603774,INFLUENCED
Q6527,Q7174493,INFLUENCED
Q184558,Q808561,INFLUENCED
Q165397,Q23930778,INFLUENCED
Q378098,Q11138,INFLUENCED
Q309835,Q251984,INFLUENCED
Q868,Q127398,INFLUENCED
Q360484,Q482477,INFLUENCED
Q868,Q963339,INFLUENCED
Q70552,Q105046757,INFLUENCED
Q43270,Q367865,INFLUENCED
Q47090621,Q124216268,INFLUENCED
Q226701,Q94991932,INFLUENCED
Q1035,Q1266007,INFLUENCED
Q38072107,Q20669574,INFLUENCED
Q303,Q1976152,INFLUENCED
Q862223,Q188464,INFLUENCED
Q6324079,Q464241,INFLUENCED
Q991,Q119114589,INFLUENCED
Q183372,Q5726254,INFLUENCED
Q15777,Q3782995,INFLUENCED
Q40640,Q28739981,INFLUENCED
Q247293,Q119585475,INFLUENCED
Q2051330,Q6034,INFLUENCED
Q11500641,Q47470116,INFLUENCED
Q535,Q132524,INFLUENCED
Q3081406,Q2032510,INFLUENCED
Q314623,Q97171478,INFLUENCED
Q1050725,Q5885540,INFLUENCED
Q859,Q28092109,INFLUENCED
Q22005691,Q47482420,INFLUENCED
Q2634091,Q1797785,INFLUENCED
Q214127,Q2959818,INFLUENCED
Q42207,Q1337275,INFLUENCED
Q280415,Q788589,INFLUENCED
Q203401,Q1557569,INFLUENCED
Q323207,Q23883106,INFLUENCED
Q3054042,Q123167118,INFLUENCED
Q392,Q5383,INFLUENCED
Q47152,Q250754,INFLUENCED
Q465208,Q5082576,INFLUENCED
Q223685,Q47005681,INFLUENCED
Q45354,Q142701,INFLUENCED
Q591907,Q3157590,INFLUENCED
Q132874,Q165372,INFLUENCED
Q20131287,Q61722263,INFLUENCED
Q336272,Q7542,INFLUENCED
Q726142,Q1239933,INFLUENCED
Q134741,Q2835005,INFLUENCED
Q438164,Q5601041,INFLUENCED
Q213869,Q1857514,INFLUENCED
Q756956,Q7231470,INFLUENCED
Q863565,Q28942365,INFLUENCED
Q382016,Q207718,INFLUENCED
Q82925,Q128560,INFLUENCED
Q7251,Q310798,INFLUENCED
Q143,Q12352791,INFLUENCED
Q316339,Q9191,INFLUENCED
Q5589,Q1611548,INFLUENCED
Q124179,Q918511,INFLUENCED
Q1076026,Q3510632,INFLUENCED
Q9191,Q4266616,INFLUENCED
Q123382,Q6833203,INFLUENCED
Q9358,Q105725041,INFLUENCED
Q87298015,Q63117953,INFLUENCED
Q123397624,Q15731279,INFLUENCED
Q297726,Q9358,INFLUENCED
Q44032,Q3082776,INFLUENCED
Q9191,Q43393,INFLUENCED
Q1278915,Q3859351,INFLUENCED
Q7340551,Q134458022,INFLUENCED
Q193207,Q33160145,INFLUENCED
Q40213,Q704931,INFLUENCED
Q122972,Q290343,INFLUENCED
Q170071,Q1042835,INFLUENCED
Q1601744,Q1601739,INFLUENCED
Q860654,Q3816639,INFLUENCED
Q153034,Q459310,INFLUENCED
Q1305106,Q64495821,INFLUENCED
Q123190,Q184980,INFLUENCED
Q1890098,Q106477753,INFLUENCED
Q434818,Q4430098,INFLUENCED
Q975066,Q41421,INFLUENCED
Q1601598,Q63946315,INFLUENCED
Q42455,Q5084390,INFLUENCED
Q6512,Q81244,INFLUENCED
Q9598,Q17354861,INFLUENCED
Q380849,Q134396919,INFLUENCED
Q434106,Q3566823,INFLUENCED
Q313454,Q93099,INFLUENCED
Q200692,Q2317903,INFLUENCED
Q186202,Q3639322,INFLUENCED
Q1085855,Q3697440,INFLUENCED
Q16999673,Q15701783,INFLUENCED
Q7346570,Q118435716,INFLUENCED
Q12252922,Q116115723,INFLUENCED
Q163290,Q21207260,INFLUENCED
Q101638,Q103591,INFLUENCED
Q12223027,Q12177857,INFLUENCED
Q1150498,Q54801034,INFLUENCED
Q47670,Q124179,INFLUENCED
Q2661403,Q99863583,INFLUENCED
Q11401,Q205560,INFLUENCED
Q284560,Q5997426,INFLUENCED
Q1209283,Q5358332,INFLUENCED
Q152187,Q3532308,INFLUENCED
Q713829,Q123698386,INFLUENCED
Q2290841,Q1027161,INFLUENCED
Q235086,Q369096,INFLUENCED
Q76427,Q117383739,INFLUENCED
Q7730063,Q241398,INFLUENCED
Q922528,Q47526003,INFLUENCED
Q310900,Q109326653,INFLUENCED
Q260440,Q192818,INFLUENCED
Q7787257,Q65068820,INFLUENCED
Q43874,Q2657882,INFLUENCED
Q82545,Q157041,INFLUENCED
Q185226,Q36597838,INFLUENCED
Q441124,Q20993605,INFLUENCED
Q5945129,Q28055374,INFLUENCED
Q103846,Q157191,INFLUENCED
Q5608,Q20110468,INFLUENCED
Q210826,Q7689300,INFLUENCED
Q773605,Q4799376,INFLUENCED
Q43939,Q107473,INFLUENCED
Q13581327,Q116779552,INFLUENCED
Q1753294,Q11887,INFLUENCED
Q92760,Q102287906,INFLUENCED
Q199654,Q21165568,INFLUENCED
Q190192,Q17738,INFLUENCED
Q1398150,Q121752733,INFLUENCED
Q435398,Q182223,INFLUENCED
Q3776786,Q20011094,INFLUENCED
Q6694,Q366212,INFLUENCED
Q35332,Q114102180,INFLUENCED
Q3696193,Q106963738,INFLUENCED
Q39837,Q959392,INFLUENCED
Q3058977,Q931980,INFLUENCED
Q18608345,Q102336184,INFLUENCED
Q310580,Q136334016,INFLUENCED
Q486688,Q11895,INFLUENCED
Q2370,Q251,INFLUENCED
Q1849006,Q114900526,INFLUENCED
Q35811,Q9358,INFLUENCED
Q187560,Q19865096,INFLUENCED
Q460876,Q441888,INFLUENCED
Q84322899,Q3835608,INFLUENCED
Q124147,Q696050,INFLUENCED
Q15777,Q1895587,INFLUENCED
Q519282,Q1538925,INFLUENCED
Q251,Q22661586,INFLUENCED
Q492096,Q34424,INFLUENCED
Q768502,Q107473501,INFLUENCED
Q48301,Q77144,INFLUENCED
Q407535,Q120946166,INFLUENCED
Q242005,Q17386004,INFLUENCED
Q716184,Q716338,INFLUENCED
Q1035,Q334057,INFLUENCED
Q4015187,Q3604429,INFLUENCED
Q4017881,Q40991241,INFLUENCED
Q1027165,Q2306265,INFLUENCED
Q1483469,Q957024,INFLUENCED
Q2857424,Q11927720,INFLUENCED
Q3562739,Q188464,INFLUENCED
Q53068,Q1356033,INFLUENCED
Q11895,Q142701,INFLUENCED
Q215072,Q1059316,INFLUENCED
Q193555,Q1239933,INFLUENCED
Q309850,Q1937177,INFLUENCED
Q15995935,Q16013765,INFLUENCED
Q194287,Q13379099,INFLUENCED
Q235647,Q1523362,INFLUENCED
Q184719,Q151803,INFLUENCED
Q4786600,Q949202,INFLUENCED
Q11036,Q6711001,INFLUENCED
Q11789653,Q59682698,INFLUENCED
Q61201,Q71016,INFLUENCED
Q396,Q134393110,INFLUENCED
Q124179,Q125603,INFLUENCED
Q918958,Q1700613,INFLUENCED
Q554497,Q12721049,INFLUENCED
Q484255,Q175097,INFLUENCED
Q17514,Q112958732,INFLUENCED
Q53939,Q3086985,INFLUENCED
Q4142290,Q61064,INFLUENCED
Q42326586,Q42316810,INFLUENCED
Q1396214,Q18719174,INFLUENCED
Q7908918,Q29580132,INFLUENCED
Q12240982,Q16125059,INFLUENCED
Q124179,Q254138,INFLUENCED
Q960311,Q98157720,INFLUENCED
Q106271788,Q105717011,INFLUENCED
Q205721,Q86475154,INFLUENCED
Q5669353,Q701673,INFLUENCED
Q35802,Q362721,INFLUENCED
Q37693,Q211437,INFLUENCED
Q310170,Q180224,INFLUENCED
Q7266828,Q101210028,INFLUENCED
Q5878,Q1928275,INFLUENCED
Q860654,Q7133637,INFLUENCED
Q2288072,Q7322429,INFLUENCED
Q720910,Q431475,INFLUENCED
Q15053060,Q136514496,INFLUENCED
Q2001,Q25132,INFLUENCED
Q300935,Q124389869,INFLUENCED
Q67053,Q56711515,INFLUENCED
Q707911,Q124151133,INFLUENCED
Q312434,Q15104233,INFLUENCED
Q60028,Q33760,INFLUENCED
Q3629227,Q52159059,INFLUENCED
Q193670,Q4725771,INFLUENCED
Q38193,Q712420,INFLUENCED
Q5580,Q21077967,INFLUENCED
Q5683,Q361149,INFLUENCED
Q11826,Q35900,INFLUENCED
Q443325,Q8017198,INFLUENCED
Q712024,Q116812214,INFLUENCED
Q35610,Q107002,INFLUENCED
Q730548,Q116697679,INFLUENCED
Q40909,Q181659,INFLUENCED
Q1477772,Q545962,INFLUENCED
Q705489,Q110027895,INFLUENCED
Q604725,Q1332055,INFLUENCED
Q251,Q648124,INFLUENCED
Q48246,Q57112,INFLUENCED
Q298075,Q1266007,INFLUENCED
Q364631,Q16729844,INFLUENCED
Q272913,Q180453,INFLUENCED
Q3371986,Q123004415,INFLUENCED
Q123190,Q1017265,INFLUENCED
Q488994,Q58049,INFLUENCED
Q1184597,Q126911159,INFLUENCED
Q710497,Q378747,INFLUENCED
Q188663,Q9191,INFLUENCED
Q41554,Q212445,INFLUENCED
Q41576,Q122556109,INFLUENCED
Q23114,Q3237550,INFLUENCED
Q34010,Q16963446,INFLUENCED
Q458336,Q17523775,INFLUENCED
Q5577,Q140201,INFLUENCED
Q193338,Q47482420,INFLUENCED
Q19057,Q4894689,INFLUENCED
Q9061,Q438632,INFLUENCED
Q41155,Q45970,INFLUENCED
Q1047886,Q134884361,INFLUENCED
Q20525610,Q4759341,INFLUENCED
Q967307,Q11331375,INFLUENCED
Q1451036,Q2572301,INFLUENCED
Q129780537,Q136334016,INFLUENCED
Q16223599,Q111750810,INFLUENCED
Q50020,Q235470,INFLUENCED
Q381678,Q106863978,INFLUENCED
Q56702097,Q6814493,INFLUENCED
Q104884,Q52007767,INFLUENCED
Q125603,Q2845440,INFLUENCED
Q38392,Q1606880,INFLUENCED
Q11534568,Q136304128,INFLUENCED
Q40415,Q1685716,INFLUENCED
Q135139,Q9364779,INFLUENCED
Q964815,Q971041,INFLUENCED
Q72998,Q76688,INFLUENCED
Q2008427,Q231259,INFLUENCED
Q5383,Q15027328,INFLUENCED
Q910606,Q3195469,INFLUENCED
Q105487,Q717239,INFLUENCED
Q55809513,Q116958885,INFLUENCED
Q61976633,Q130331767,INFLUENCED
Q1606591,Q106560663,INFLUENCED
Q715306,Q1527985,INFLUENCED
Q559186,Q313993,INFLUENCED
Q241583,Q116735027,INFLUENCED
Q2337096,Q113988210,INFLUENCED
Q3394913,Q124969380,INFLUENCED
Q34787,Q563138,INFLUENCED
Q1623744,Q2301729,INFLUENCED
Q192490,Q97187861,INFLUENCED
Q48301,Q380443,INFLUENCED
Q316347,Q125879,INFLUENCED
Q1768,Q45192617,INFLUENCED
Q10671590,Q53771947,INFLUENCED
Q35548,Q21081371,INFLUENCED
Q123693467,Q134442837,INFLUENCED
Q124423,Q16744619,INFLUENCED
Q130531,Q2609071,INFLUENCED
Q369621,Q379900,INFLUENCED
Q464476,Q47871,INFLUENCED
Q529591,Q16207633,INFLUENCED
Q953153,Q362332,INFLUENCED
Q185832,Q40213,INFLUENCED
Q9089,Q111446771,INFLUENCED
Q170509,Q6662555,INFLUENCED
Q7842292,Q131295817,INFLUENCED
Q9554,Q69358316,INFLUENCED
Q1232528,Q56303968,INFLUENCED
Q203411,Q192424,INFLUENCED
Q297302,Q6525245,INFLUENCED
Q909,Q283408,INFLUENCED
Q82049,Q9312,INFLUENCED
Q5582,Q110268499,INFLUENCED
Q7836,Q1451193,INFLUENCED
Q1348118,Q14583,INFLUENCED
Q93341,Q47506506,INFLUENCED
Q702361,Q18019815,INFLUENCED
Q351318,Q456301,INFLUENCED
Q191949,Q105754921,INFLUENCED
Q25706252,Q4746475,INFLUENCED
Q83303,Q188436,INFLUENCED
Q121372,Q5298518,INFLUENCED
Q84352,Q103477865,INFLUENCED
Q2478939,Q3653167,INFLUENCED
Q354534,Q22443532,INFLUENCED
Q81244,Q86412932,INFLUENCED
Q378858,Q63284667,INFLUENCED
Q76,Q110765376,INFLUENCED
Q1190750,Q47482420,INFLUENCED
Q48301,Q971585,INFLUENCED
Q98803326,Q102198384,INFLUENCED
Q164797,Q259507,INFLUENCED
Q93341,Q117466719,INFLUENCED
Q40026,Q104315171,INFLUENCED
Q41053,Q3042087,INFLUENCED
Q35497,Q12351851,INFLUENCED
Q134867,Q192990,INFLUENCED
Q30875,Q94708821,INFLUENCED
Q182791,Q6372283,INFLUENCED
Q62432,Q326909,INFLUENCED
Q5682,Q724900,INFLUENCED
Q6371929,Q47172478,INFLUENCED
Q1299,Q142701,INFLUENCED
Q159297,Q310025,INFLUENCED
Q333106,Q183167,INFLUENCED
Q9235,Q76725,INFLUENCED
Q240526,Q2947035,INFLUENCED
Q3525477,Q545644,INFLUENCED
Q76518,Q935436,INFLUENCED
Q487604,Q10900570,INFLUENCED
Q5683,Q93356,INFLUENCED
Q179109,Q4408686,INFLUENCED
Q511488,Q76331679,INFLUENCED
Q451348,Q60735,INFLUENCED
Q183372,Q1064777,INFLUENCED
Q16146522,Q118334,INFLUENCED
Q572821,Q951819,INFLUENCED
Q1125077,Q29884367,INFLUENCED
Q1156474,Q28801607,INFLUENCED
Q211848,Q16357561,INFLUENCED
Q983344,Q118213237,INFLUENCED
Q638976,Q45775,INFLUENCED
Q357340,Q2947051,INFLUENCED
Q5105,Q70888824,INFLUENCED
Q289010,Q451538,INFLUENCED
Q4252370,Q65588563,INFLUENCED
Q1479381,Q3595309,INFLUENCED
Q34628,Q44403,INFLUENCED
Q867808,Q222500,INFLUENCED
Q312390,Q44426,INFLUENCED
Q1316590,Q11927720,INFLUENCED
Q9174,Q380802,INFLUENCED
Q15777,Q1040272,INFLUENCED
Q317887,Q533505,INFLUENCED
Q9061,Q10392247,INFLUENCED
Q19759562,Q19883765,INFLUENCED
Q651231,Q2874760,INFLUENCED
Q3064804,Q96279937,INFLUENCED
Q74590695,Q207872,INFLUENCED
Q23434,Q336519,INFLUENCED
Q1227131,Q9441,INFLUENCED
Q30078182,Q2824573,INFLUENCED
Q1528003,Q123806,INFLUENCED
Q9061,Q1678730,INFLUENCED
Q67187678,Q122847424,INFLUENCED
Q101069722,Q101069750,INFLUENCED
Q12827721,Q167660,INFLUENCED
Q76504,Q4413029,INFLUENCED
Q201538,Q136531364,INFLUENCED
Q5264253,Q1053535,INFLUENCED
Q314623,Q116752832,INFLUENCED
Q116980066,Q7367481,INFLUENCED
Q427706,Q47009249,INFLUENCED
Q707296,Q7345926,INFLUENCED
Q51137,Q1681970,INFLUENCED
Q103474,Q13417189,INFLUENCED
Q346565,Q123698386,INFLUENCED
Q8006,Q25132,INFLUENCED
Q659265,Q8006429,INFLUENCED
Q41576,Q113640313,INFLUENCED
Q5604,Q207445,INFLUENCED
Q1399,Q3592370,INFLUENCED
Q5431220,Q64745696,INFLUENCED
Q42207,Q437233,INFLUENCED
Q352954,Q314889,INFLUENCED
Q113547769,Q114034304,INFLUENCED
Q37227,Q120316074,INFLUENCED
Q281411,Q2240667,INFLUENCED
Q464369,Q133176560,INFLUENCED
Q1535896,Q111608115,INFLUENCED
Q974195,Q97158828,INFLUENCED
Q204693,Q132456753,INFLUENCED
Q919044,Q294572,INFLUENCED
Q15948,Q184992,INFLUENCED
Q3120993,Q3426346,INFLUENCED
Q696116,Q136294568,INFLUENCED
Q100456,Q77546,INFLUENCED
Q9391,Q86371,INFLUENCED
Q8018,Q10320719,INFLUENCED
Q469934,Q3345868,INFLUENCED
Q1406618,Q4424338,INFLUENCED
Q859,Q3675891,INFLUENCED
Q113958304,Q15731279,INFLUENCED
Q131140,Q5205093,INFLUENCED
Q210740,Q107708602,INFLUENCED
Q9312,Q311772,INFLUENCED
Q41576,Q106049467,INFLUENCED
Q6483647,Q21101641,INFLUENCED
Q317160,Q40909,INFLUENCED
Q297079,Q5765758,INFLUENCED
Q463639,Q28033760,INFLUENCED
Q53001,Q737693,INFLUENCED
Q6512,Q184656,INFLUENCED
Q3575394,Q3567211,INFLUENCED
Q1394,Q765165,INFLUENCED
Q5426589,Q383994,INFLUENCED
Q134395746,Q136334016,INFLUENCED
Q251,Q59,INFLUENCED
Q187560,Q3516674,INFLUENCED
Q163775,Q446241,INFLUENCED
Q592023,Q334147,INFLUENCED
Q18010742,Q737062,INFLUENCED
Q5950,Q708172,INFLUENCED
Q36153,Q116685865,INFLUENCED
Q297,Q34618,INFLUENCED
Q153224,Q455616,INFLUENCED
Q233762,Q632482,INFLUENCED
Q294912,Q712452,INFLUENCED
Q678242,Q129504,INFLUENCED
Q185828,Q524822,INFLUENCED
Q313362,Q47482420,INFLUENCED
Q61046,Q7677054,INFLUENCED
Q52463,Q1568465,INFLUENCED
Q3086831,Q3507154,INFLUENCED
Q1549376,Q30674084,INFLUENCED
Q449514,Q12864914,INFLUENCED
Q541859,Q4937863,INFLUENCED
Q202218,Q106249635,INFLUENCED
Q6165445,Q48305225,INFLUENCED
Q518757,Q118483123,INFLUENCED
Q5593,Q2712107,INFLUENCED
Q62008751,Q127695613,INFLUENCED
Q777358,Q473201,INFLUENCED
Q957024,Q5214306,INFLUENCED
Q28189,Q6713156,INFLUENCED
Q951010,Q4726035,INFLUENCED
Q1053749,Q92749,INFLUENCED
Q42207,Q34618,INFLUENCED
Q175195,Q1802,INFLUENCED
Q1512,Q1929962,INFLUENCED
Q5383,Q11895,INFLUENCED
Q9358,Q72913,INFLUENCED
Q302910,Q3877423,INFLUENCED
Q8162,Q11660,INFLUENCED
Q319243,Q354504,INFLUENCED
Q790762,Q2631376,INFLUENCED
Q707945,Q106740,INFLUENCED
Q967509,Q7359076,INFLUENCED
Q2941824,Q38481872,INFLUENCED
Q548373,Q38901235,INFLUENCED
Q565457,Q382108,INFLUENCED
Q5921304,Q63788217,INFLUENCED
Q6233842,Q6397686,INFLUENCED
Q17118377,Q61632937,INFLUENCED
Q47871,Q918511,INFLUENCED
Q82291,Q683262,INFLUENCED
Q2670460,Q2602057,INFLUENCED
Q170599,Q120760126,INFLUENCED
Q159297,Q175130,INFLUENCED
Q4688782,Q16377524,INFLUENCED
Q105451420,Q15438812,INFLUENCED
Q157041,Q485825,INFLUENCED
Q3325908,Q3572194,INFLUENCED
Q1864529,Q259138,INFLUENCED
Q296,Q273552,INFLUENCED
Q1394,Q15081195,INFLUENCED
Q378157,Q1801886,INFLUENCED
Q207640,Q5232059,INFLUENCED
Q40585,Q134395746,INFLUENCED
Q7752792,Q134396919,INFLUENCED
Q263798,Q8062431,INFLUENCED
Q124216353,Q89525498,INFLUENCED
Q1199684,Q12803846,INFLUENCED
Q1373218,Q26727291,INFLUENCED
Q297,Q111669139,INFLUENCED
Q58586,Q1248105,INFLUENCED
Q313371,Q1001114,INFLUENCED
Q3081402,Q102156887,INFLUENCED
Q738539,Q334147,INFLUENCED
Q365911,Q107083,INFLUENCED
Q835,Q3712567,INFLUENCED
Q47075,Q3758539,INFLUENCED
Q9191,Q9353,INFLUENCED
Q132438,Q106642137,INFLUENCED
Q494547,Q38203565,INFLUENCED
Q263387,Q208230,INFLUENCED
Q127171,Q8342047,INFLUENCED
Q519129,Q1307310,INFLUENCED
Q4960240,Q20823342,INFLUENCED
Q5546836,Q107354809,INFLUENCED
Q487882,Q4120252,INFLUENCED
Q77017,Q544902,INFLUENCED
Q63760,Q784856,INFLUENCED
Q843585,Q316038,INFLUENCED
Q3354732,Q16064291,INFLUENCED
Q60025,Q3123686,INFLUENCED
Q35548,Q7789845,INFLUENCED
Q295830,Q1233583,INFLUENCED
Q20742881,Q136214944,INFLUENCED
Q5362424,Q313638,INFLUENCED
Q3317284,Q5218424,INFLUENCED
Q3415922,Q105078440,INFLUENCED
Q2240667,Q726935,INFLUENCED
Q45981,Q4998143,INFLUENCED
Q2990693,Q5933571,INFLUENCED
Q41406,Q13677316,INFLUENCED
Q666578,Q698552,INFLUENCED
Q5928,Q178095,INFLUENCED
Q9129,Q143,INFLUENCED
Q484255,Q40585,INFLUENCED
Q56599591,Q68659110,INFLUENCED
Q199701,Q2465713,INFLUENCED
Q159481,Q93343,INFLUENCED
Q153248,Q62791087,INFLUENCED
Q76357,Q220008,INFLUENCED
Q106519240,Q47090621,INFLUENCED
Q36591,Q703476,INFLUENCED
Q93953901,Q53505397,INFLUENCED
Q76548,Q123382,INFLUENCED
Q4030,Q1367518,INFLUENCED
Q162202,Q65969348,INFLUENCED
Q9358,Q40213,INFLUENCED
Q2005,Q51160183,INFLUENCED
Q179365,Q909726,INFLUENCED
Q184217,Q131321689,INFLUENCED
Q5686,Q3335,INFLUENCED
Q9438,Q9357323,INFLUENCED
Q948001,Q12060178,INFLUENCED
Q15429514,Q116752832,INFLUENCED
Q356611,Q710027,INFLUENCED
Q1418683,Q131578,INFLUENCED
Q160476,Q3814224,INFLUENCED
Q5512452,Q83163,INFLUENCED
Q1878978,Q37632433,INFLUENCED
Q11133,Q3069371,INFLUENCED
Q299983,Q369424,INFLUENCED
Q18908081,Q47089834,INFLUENCED
Q114968408,Q23905339,INFLUENCED
Q41576,Q122389243,INFLUENCED
Q95129121,Q123681028,INFLUENCED
Q17276054,Q17341997,INFLUENCED
Q165792,Q60025,INFLUENCED
Q126826,Q29788531,INFLUENCED
Q312434,Q131722434,INFLUENCED
Q290536,Q119114589,INFLUENCED
Q3167036,Q46998497,INFLUENCED
Q203209,Q17153088,INFLUENCED
Q371325,Q1364628,INFLUENCED
Q729048,Q63039824,INFLUENCED
Q1044174,Q3101522,INFLUENCED
Q3575430,Q769372,INFLUENCED
Q16867,Q201580,INFLUENCED
Q76518,Q76519,INFLUENCED
Q7314,Q151976,INFLUENCED
Q315387,Q311772,INFLUENCED
Q4296042,Q4234450,INFLUENCED
Q132801819,Q132719667,INFLUENCED
Q892,Q1066587,INFLUENCED
Q623904,Q2836570,INFLUENCED
Q9061,Q3265723,INFLUENCED
Q464476,Q157041,INFLUENCED
Q76881,Q42803396,INFLUENCED
Q55334242,Q2785047,INFLUENCED
Q1856554,Q1207347,INFLUENCED
Q367634,Q62059126,INFLUENCED
Q11836446,Q15515366,INFLUENCED
Q4661830,Q135011339,INFLUENCED
Q81571,Q58329,INFLUENCED
Q272610,Q16902087,INFLUENCED
Q9387,Q650151,INFLUENCED
Q135261209,Q134403731,INFLUENCED
Q173782,Q657153,INFLUENCED
Q130631,Q822727,INFLUENCED
Q427469,Q788589,INFLUENCED
Q81571,Q4659444,INFLUENCED
Q187192,Q118645209,INFLUENCED
Q84233,Q105962,INFLUENCED
Q210059,Q121636735,INFLUENCED
Q16210722,Q119615696,INFLUENCED
Q2834034,Q214622,INFLUENCED
Q39427,Q58824018,INFLUENCED
Q3737203,Q4444882,INFLUENCED
Q644620,Q7297230,INFLUENCED
Q76364,Q2413003,INFLUENCED
Q191766,Q18810491,INFLUENCED
Q83431,Q483558,INFLUENCED
Q373167,Q2083299,INFLUENCED
Q698543,Q10816714,INFLUENCED
Q9312,Q72151,INFLUENCED
Q154349,Q15734209,INFLUENCED
Q1404472,Q4679367,INFLUENCED
Q744417,Q1091056,INFLUENCED
Q16867,Q111516396,INFLUENCED
Q298601,Q3169512,INFLUENCED
Q853932,Q4728302,INFLUENCED
Q52353442,Q85227271,INFLUENCED
Q5592,Q4873326,INFLUENCED
Q1868,Q92614,INFLUENCED
Q48235,Q268322,INFLUENCED
Q4327256,Q100336998,INFLUENCED
Q36591,Q154756,INFLUENCED
Q76,Q124648941,INFLUENCED
Q6778228,Q134396919,INFLUENCED
Q26883986,Q114963738,INFLUENCED
Q131425,Q112849137,INFLUENCED
Q38193,Q16217207,INFLUENCED
Q15920,Q39075137,INFLUENCED
Q366212,Q21810649,INFLUENCED
Q41576,Q120917006,INFLUENCED
Q1871107,Q3734799,INFLUENCED
Q712851,Q912572,INFLUENCED
Q235086,Q17118377,INFLUENCED
Q8274,Q135120194,INFLUENCED
Q131805,Q1927177,INFLUENCED
Q46373,Q1963612,INFLUENCED
Q924524,Q104844745,INFLUENCED
Q214074,Q97611501,INFLUENCED
Q5497115,Q5393474,INFLUENCED
